TransactionID,SenderID,ReceiverID,Amount,RemainingBalance,Date,Time,Password,IsAnomaly
87,3,3,541.9597679107147,3252.0129702406084,2023-12-18,2023-01-01 03:37:00,password,1
88,2,1,666.7312967980052,4111.483082046618,2023-05-24,2023-01-01 03:26:00,password,1
89,5,4,838.7704727517671,363.3134092391972,2023-09-11,2023-01-01 00:46:00,password,1
90,5,2,536.0555464647176,666.0283355262467,2023-09-27,2023-01-01 07:55:00,password,1
91,5,4,602.7007042390146,599.3831777519497,2023-10-19,2023-01-01 03:30:00,password,1
92,2,2,690.7205207066557,4087.493858137967,2023-07-07,2023-01-01 07:54:00,password,1
93,4,1,991.0247685079812,2202.9384103786833,2023-11-01,2023-01-01 05:44:00,password,1
94,4,4,892.43091147944,2301.5322674072245,2023-10-19,2023-01-01 00:33:00,password,1
95,1,4,866.743373246052,1318.687161567079,2023-03-28,2023-01-01 02:57:00,password,1
96,5,5,65.12132193359487,1136.9625600573695,2023-12-15,2023-01-01 15:16:00,password,0
97,4,1,558.095478262723,2635.8677006239413,2023-06-16,2023-01-01 07:53:00,password,1
98,1,4,890.4979468074957,1294.9325880056354,2023-04-25,2023-01-01 01:08:00,password,1
99,4,2,892.6344057580076,2301.328773128657,2023-12-23,2023-01-01 01:19:00,password,1
100,5,4,800.5513478121641,401.53253417880023,2023-07-03,2023-01-01 07:39:00,password,1
101,3,3,995.180890999186,2798.791847152137,2023-07-27,2023-01-01 01:18:00,password,1
102,5,5,84.60885101913699,1117.4750309718272,2023-01-29,2023-01-01 13:52:00,password,0
103,2,5,662.6269529622759,4115.587425882347,2023-09-14,2023-01-01 02:23:00,password,1
104,4,2,970.6362241209258,2223.3269547657387,2023-08-24,2023-01-01 04:02:00,password,1
105,4,3,957.3655574782517,2236.597621408413,2023-12-22,2023-01-01 01:26:00,password,1
106,2,1,505.74032987468894,4272.474048969934,2023-01-04,2023-01-01 07:48:00,password,1
107,2,2,725.0582632374055,4053.1561156072175,2023-07-28,2023-01-01 06:34:00,password,1
108,3,5,988.5521165257867,2805.420621625536,2023-07-17,2023-01-01 03:40:00,password,1
109,4,5,551.5606812040379,2642.4024976826267,2023-12-08,2023-01-01 04:43:00,password,1
110,4,1,773.8923471916597,2420.070831695005,2023-05-06,2023-01-01 01:46:00,password,1
111,3,1,989.4787535205521,2804.4939846307707,2023-05-19,2023-01-01 01:22:00,password,1
112,1,1,794.2063166703027,1391.2242181428282,2023-08-06,2023-01-01 06:40:00,password,1
113,3,2,777.7477120529301,3016.225026098393,2023-12-06,2023-01-01 06:49:00,password,1
114,5,4,594.907651486078,607.1762305048863,2023-01-26,2023-01-01 03:11:00,password,1
115,4,1,791.0916150462949,2402.8715638403696,2023-03-10,2023-01-01 06:03:00,password,1
116,2,4,602.2202869747734,4175.994091869849,2023-03-03,2023-01-01 06:47:00,password,1
117,5,3,759.8521314472421,442.2317505437222,2023-01-30,2023-01-01 06:47:00,password,1
118,4,4,70.33542516730436,3123.62775371936,2023-12-19,2023-01-01 13:15:00,password,0
119,3,5,537.021108956174,3256.951629195149,2023-01-20,2023-01-01 00:53:00,password,1
120,5,4,802.7413346072024,399.34254738376194,2023-06-21,2023-01-01 00:01:00,password,1
121,4,4,33.33847293780805,3160.6247059488564,2023-04-12,2023-01-01 12:12:00,password,0
122,1,5,758.394969564079,1427.035565249052,2023-03-16,2023-01-01 05:02:00,password,1
123,1,4,870.0806843807316,1315.3498504323995,2023-03-03,2023-01-01 01:20:00,password,1
124,2,3,815.3502355793926,3962.8641432652303,2023-06-03,2023-01-01 00:19:00,password,1
125,4,1,774.8031342653783,2419.160044621286,2023-10-04,2023-01-01 00:51:00,password,1
126,1,3,844.8894246240606,1340.5411101890704,2023-02-18,2023-01-01 05:20:00,password,1
127,3,1,571.9709567861154,3222.0017813652075,2023-07-31,2023-01-01 05:32:00,password,1
128,4,1,797.679830629302,2396.2833482573624,2023-12-10,2023-01-01 03:37:00,password,1
129,3,5,586.0553014113889,3207.917436739934,2023-05-20,2023-01-01 04:14:00,password,1
130,3,3,32.93252565962145,3761.0402124917014,2023-01-16,2023-01-01 17:40:00,password,0
131,1,3,962.7611039259405,1222.6694308871906,2023-04-21,2023-01-01 01:57:00,password,1
132,4,4,534.167052422802,2659.7961264638625,2023-07-03,2023-01-01 05:51:00,password,1
133,5,3,715.1873748453966,486.89650714556774,2023-01-29,2023-01-01 06:45:00,password,1
134,1,5,847.8987388277224,1337.5317959854087,2023-07-17,2023-01-01 00:20:00,password,1
135,1,1,729.0111058341294,1456.4194289790016,2023-07-11,2023-01-01 07:56:00,password,1
136,4,5,546.0476266164512,2647.915552270213,2023-11-12,2023-01-01 01:04:00,password,1
137,4,2,776.6895080633537,2417.2736708233106,2023-02-21,2023-01-01 05:48:00,password,1
138,3,2,820.8159544136772,2973.156783737646,2023-05-30,2023-01-01 02:47:00,password,1
139,4,4,851.8961554952539,2342.0670233914107,2023-09-26,2023-01-01 03:46:00,password,1
140,3,5,686.6299072313794,3107.3428309199435,2023-02-20,2023-01-01 06:03:00,password,1
141,1,4,781.8299855143812,1403.60054929875,2023-09-04,2023-01-01 02:17:00,password,1
142,2,4,725.3432374694565,4052.871141375166,2023-04-24,2023-01-01 04:27:00,password,1
143,5,2,836.0280193761266,366.0558626148377,2023-06-20,2023-01-01 02:21:00,password,1
144,1,4,791.7784836624093,1393.652051150722,2023-06-16,2023-01-01 07:22:00,password,1
145,4,2,762.8781097795675,2431.0850691070973,2023-01-15,2023-01-01 07:02:00,password,1
146,5,1,624.7621834191243,577.32169857184,2023-07-23,2023-01-01 07:49:00,password,1
147,2,5,501.00925887411694,4277.205119970506,2023-10-16,2023-01-01 01:24:00,password,1
148,2,4,587.0408376557147,4191.1735411889085,2023-07-09,2023-01-01 03:48:00,password,1
149,3,2,558.5330207120843,3235.439717439239,2023-06-05,2023-01-01 07:54:00,password,1
150,5,3,724.5423725054734,477.5415094854909,2023-02-25,2023-01-01 02:04:00,password,1
151,3,3,548.696696276776,3245.276041874547,2023-06-11,2023-01-01 07:13:00,password,1
152,1,1,49.80954011940869,2135.6209946937224,2023-10-24,2023-01-01 13:08:00,password,0
153,5,5,93.52678573663127,1108.557096254333,2023-02-06,2023-01-01 15:44:00,password,0
154,1,4,806.1290753809224,1379.3014594322087,2023-07-02,2023-01-01 01:44:00,password,1
155,3,1,606.5425043424041,3187.430233808919,2023-07-30,2023-01-01 04:54:00,password,1
156,5,5,11.44393172319679,1190.6399502677675,2023-05-26,2023-01-01 12:19:00,password,0
157,3,1,969.5285479835936,2824.444190167729,2023-03-17,2023-01-01 04:55:00,password,1
158,5,3,503.34106461194386,698.7428173790204,2023-10-05,2023-01-01 02:44:00,password,1
159,3,2,886.1505075826715,2907.8222305686513,2023-05-14,2023-01-01 05:28:00,password,1
160,2,4,812.6023847652211,3965.6119940794015,2023-12-10,2023-01-01 04:08:00,password,1
161,3,2,686.7774005238409,3107.1953376274823,2023-03-01,2023-01-01 02:47:00,password,1
162,2,1,525.2444722062039,4252.969906638419,2023-12-12,2023-01-01 01:00:00,password,1
163,3,2,813.7432858921397,2980.2294522591833,2023-07-02,2023-01-01 07:59:00,password,1
164,5,1,692.806756432824,509.27712555814026,2023-12-06,2023-01-01 02:29:00,password,1
165,5,2,968.1335697066096,233.9503122843547,2023-11-18,2023-01-01 02:27:00,password,1
166,5,5,49.89547780316003,1152.1884041878043,2023-02-16,2023-01-01 15:34:00,password,0
167,4,3,770.9950374448829,2422.968141441782,2023-03-06,2023-01-01 03:11:00,password,1
168,1,5,969.825755646754,1215.604779166377,2023-11-24,2023-01-01 06:25:00,password,1
169,5,3,610.2418467366521,591.8420352543122,2023-09-18,2023-01-01 04:58:00,password,1
170,2,3,862.8629551820516,3915.3514236625715,2023-07-13,2023-01-01 07:53:00,password,1
171,5,5,808.6245104243628,393.4593715666015,2023-05-24,2023-01-01 03:57:00,password,1
172,4,5,869.704114915656,2324.259063971009,2023-04-15,2023-01-01 05:08:00,password,1
173,2,4,607.3339319862685,4170.880446858355,2023-08-03,2023-01-01 06:30:00,password,1
174,4,4,832.4972581188869,2361.465920767778,2023-08-31,2023-01-01 01:20:00,password,1
175,2,3,749.0201965284346,4029.1941823161883,2023-07-29,2023-01-01 07:46:00,password,1
176,3,3,871.4124874531581,2922.560250698165,2023-04-04,2023-01-01 01:54:00,password,1
177,1,1,35.51793274188121,2149.9126020712497,2023-10-01,2023-01-01 10:51:00,password,0
178,1,1,663.5223220759088,1521.9082127372221,2023-05-23,2023-01-01 06:51:00,password,1
179,4,1,945.0285127326263,2248.9346661540385,2023-04-23,2023-01-01 00:11:00,password,1
180,1,4,542.1506573056752,1643.279877507456,2023-03-01,2023-01-01 00:54:00,password,1
181,4,4,903.594659395594,2290.3685194910704,2023-02-13,2023-01-01 05:39:00,password,1
182,4,4,5.757833495506339,3188.205345391158,2023-10-03,2023-01-01 17:22:00,password,0
183,4,4,618.513928554168,2575.4492503324964,2023-07-05,2023-01-01 05:03:00,password,1
184,1,1,14.793813986181693,2170.6367208269494,2023-07-17,2023-01-01 12:53:00,password,0
185,4,1,930.6598129075454,2263.303365979119,2023-07-27,2023-01-01 04:46:00,password,1
186,1,1,908.6261556834106,1276.8043791297205,2023-09-26,2023-01-01 00:00:00,password,1
187,4,2,756.363197130888,2437.5999817557768,2023-10-24,2023-01-01 00:41:00,password,1
188,5,2,719.1924900153806,482.8913919755837,2023-04-29,2023-01-01 05:41:00,password,1
189,4,1,998.1311432624384,2195.832035624226,2023-01-21,2023-01-01 04:14:00,password,1
190,2,2,614.5859756070811,4163.6284032375415,2023-08-11,2023-01-01 00:21:00,password,1
191,4,5,773.4379829380223,2420.5251959486422,2023-06-16,2023-01-01 05:34:00,password,1
192,3,4,835.3377626911628,2958.63497546016,2023-05-12,2023-01-01 04:15:00,password,1
193,4,4,850.433817930716,2343.5293609559485,2023-06-06,2023-01-01 07:46:00,password,1
194,2,1,602.0123328692894,4176.202045975333,2023-07-04,2023-01-01 00:16:00,password,1
195,2,2,26.137625979500125,4752.076752865123,2023-11-10,2023-01-01 13:17:00,password,0
196,1,3,826.9970461699006,1358.4334886432305,2023-04-01,2023-01-01 05:25:00,password,1
197,5,1,909.1847832406686,292.8990987502957,2023-04-05,2023-01-01 04:16:00,password,1
198,4,4,94.48090811539157,3099.482270771273,2023-02-08,2023-01-01 15:27:00,password,0
199,1,2,525.0092884105561,1660.421246402575,2023-01-14,2023-01-01 05:16:00,password,1
200,5,3,955.7606466626582,246.32323532830605,2023-11-19,2023-01-01 07:13:00,password,1
201,4,2,514.752027572603,2679.2111513140617,2023-10-21,2023-01-01 04:05:00,password,1
202,3,3,40.48326924303466,3753.4894689082885,2023-01-05,2023-01-01 13:59:00,password,0
203,4,5,677.9855162441972,2515.9776626424673,2023-08-19,2023-01-01 02:45:00,password,1
204,2,2,507.906598116481,4270.307780728142,2023-11-19,2023-01-01 05:46:00,password,1
205,2,5,538.5725842697909,4239.641794574832,2023-10-20,2023-01-01 07:14:00,password,1
206,3,5,955.5841425900396,2838.388595561283,2023-01-27,2023-01-01 05:26:00,password,1
207,1,2,677.4304153730739,1508.0001194400572,2023-03-17,2023-01-01 04:48:00,password,1
208,5,2,712.3857652125264,489.6981167784379,2023-12-31,2023-01-01 06:52:00,password,1
209,4,5,607.6721906912763,2586.2909881953883,2023-10-27,2023-01-01 07:34:00,password,1
210,2,3,798.5478850933598,3979.6664937512633,2023-05-31,2023-01-01 03:05:00,password,1
211,1,1,71.51478840251976,2113.9157464106115,2023-10-31,2023-01-01 13:33:00,password,0
212,3,5,797.4016073388948,2996.5711308124282,2023-05-29,2023-01-01 04:21:00,password,1
213,2,2,68.03966589591519,4710.174712948708,2023-11-30,2023-01-01 10:56:00,password,0
214,3,4,686.1001959126096,3107.8725422387133,2023-01-09,2023-01-01 01:48:00,password,1
215,4,5,666.5174359026992,2527.4457429839654,2023-01-30,2023-01-01 06:24:00,password,1
216,5,3,942.4821540902939,259.6017279006704,2023-10-24,2023-01-01 01:25:00,password,1
217,2,4,691.6421198211007,4086.5722590235223,2023-07-29,2023-01-01 06:04:00,password,1
218,2,1,746.7504960772042,4031.463882767419,2023-05-09,2023-01-01 01:19:00,password,1
219,4,4,54.44426803886564,3139.518910847799,2023-05-14,2023-01-01 14:47:00,password,0
220,1,1,641.6523812124653,1543.7781536006657,2023-12-07,2023-01-01 05:05:00,password,1
221,5,3,893.3847516785637,308.6991303124006,2023-04-27,2023-01-01 02:49:00,password,1
222,2,5,698.7240784495458,4079.490300395077,2023-05-25,2023-01-01 01:03:00,password,1
223,5,2,756.8055232721622,445.2783587188021,2023-11-15,2023-01-01 00:56:00,password,1
224,2,2,37.85599388961256,4740.3583849550105,2023-04-03,2023-01-01 17:06:00,password,0
225,5,3,626.6785850298307,575.4052969611336,2023-08-24,2023-01-01 05:13:00,password,1
226,3,4,993.829796170626,2800.1429419806973,2023-01-08,2023-01-01 04:06:00,password,1
227,2,4,645.7478704618615,4132.466508382761,2023-02-15,2023-01-01 07:43:00,password,1
228,5,5,45.59942594498476,1156.4844560459796,2023-06-14,2023-01-01 08:27:00,password,0
229,1,1,885.3712654527758,1300.0592693603553,2023-08-28,2023-01-01 06:14:00,password,1
230,3,4,713.7478251783796,3080.2249129729435,2023-06-05,2023-01-01 02:42:00,password,1
231,3,3,603.10870254207,3190.864035609253,2023-07-01,2023-01-01 06:43:00,password,1
232,1,4,899.8593819824306,1285.5711528307006,2023-08-04,2023-01-01 02:16:00,password,1
233,5,5,56.76428162566199,1145.3196003653022,2023-11-08,2023-01-01 15:45:00,password,0
234,4,3,666.8033945145216,2527.159784372143,2023-03-30,2023-01-01 02:18:00,password,1
235,1,2,932.5966736989055,1252.8338611142256,2023-09-14,2023-01-01 03:35:00,password,1
236,5,1,957.6285924589115,244.4552895320528,2023-03-15,2023-01-01 02:31:00,password,1
237,1,4,929.911917695638,1255.5186171174932,2023-06-29,2023-01-01 01:47:00,password,1
238,1,3,517.5039574034029,1667.9265774097282,2023-08-01,2023-01-01 03:39:00,password,1
239,2,5,893.6866725025527,3884.52770634207,2023-10-21,2023-01-01 07:16:00,password,1
240,5,1,705.6697332495719,496.4141487413924,2023-08-23,2023-01-01 06:42:00,password,1
241,4,4,3.28318007910016,3190.6799988075645,2023-02-28,2023-01-01 12:19:00,password,0
242,2,2,936.8614600911126,3841.3529187535105,2023-08-28,2023-01-01 01:00:00,password,1
243,1,1,66.05402152151652,2119.3765132916146,2023-11-19,2023-01-01 14:09:00,password,0
244,1,3,818.9771313423694,1366.4534034707617,2023-08-12,2023-01-01 02:31:00,password,1
245,1,2,916.8215670719792,1268.608967741152,2023-04-30,2023-01-01 03:12:00,password,1
246,5,2,749.7158849334177,452.36799705754663,2023-11-10,2023-01-01 05:57:00,password,1
247,5,4,767.5127522994665,434.57112969149784,2023-09-22,2023-01-01 07:13:00,password,1
248,2,4,572.1938160668336,4206.02056277779,2023-07-27,2023-01-01 04:47:00,password,1
249,4,3,891.9936793446777,2301.969499541987,2023-04-06,2023-01-01 06:46:00,password,1
250,2,5,709.6948058334858,4068.5195730111373,2023-08-11,2023-01-01 05:03:00,password,1
251,3,3,750.0400591357914,3043.932679015532,2023-10-04,2023-01-01 07:58:00,password,1
252,1,5,892.5488570478537,1292.8816777652773,2023-08-20,2023-01-01 07:27:00,password,1
253,1,1,52.25738370222053,2133.1731511109106,2023-09-20,2023-01-01 12:08:00,password,0
254,1,1,93.41019449986881,2092.0203403132623,2023-05-21,2023-01-01 16:38:00,password,0
255,2,2,799.4227000397195,3978.7916788049033,2023-11-06,2023-01-01 07:03:00,password,1
256,2,2,57.575829495296055,4720.638549349327,2023-06-09,2023-01-01 09:35:00,password,0
257,1,1,600.5493637213337,1584.8811710917973,2023-04-30,2023-01-01 04:25:00,password,1
258,2,3,795.1163295754463,3983.0980492691765,2023-09-26,2023-01-01 03:31:00,password,1
259,5,3,703.8164289898278,498.26745300113646,2023-10-01,2023-01-01 04:01:00,password,1
260,5,5,734.7627710219313,467.32111096903304,2023-03-06,2023-01-01 06:02:00,password,1
261,2,2,514.1556372013339,4264.058741643289,2023-10-26,2023-01-01 05:07:00,password,1
262,1,2,605.0146747581408,1580.4158600549904,2023-12-17,2023-01-01 07:14:00,password,1
263,2,2,93.6278644278738,4684.586514416749,2023-05-03,2023-01-01 17:15:00,password,0
264,2,5,640.5190406905141,4137.695338154109,2023-01-12,2023-01-01 02:30:00,password,1
265,2,2,856.4800039294029,3921.73437491522,2023-04-09,2023-01-01 00:38:00,password,1
266,3,4,505.74623664905766,3288.2265015022654,2023-03-13,2023-01-01 04:01:00,password,1
267,5,1,704.388630614566,497.69525137639835,2023-12-31,2023-01-01 07:06:00,password,1
268,4,3,962.0134352128664,2231.9497436737984,2023-02-28,2023-01-01 07:43:00,password,1
269,4,4,1.0515173225362662,3192.9116615641283,2023-04-06,2023-01-01 17:29:00,password,0
270,3,1,555.940308274562,3238.032429876761,2023-10-18,2023-01-01 02:38:00,password,1
271,2,3,758.2121941093055,4020.0021847353173,2023-09-09,2023-01-01 01:56:00,password,1
272,3,3,69.596145510502,3724.376592640821,2023-11-02,2023-01-01 13:53:00,password,0
273,3,4,893.2611911954235,2900.7115469558994,2023-10-04,2023-01-01 07:34:00,password,1
274,1,2,971.2656537600583,1214.1648810530728,2023-02-20,2023-01-01 05:09:00,password,1
275,5,5,873.388319766859,328.6955622241053,2023-12-25,2023-01-01 05:17:00,password,1
276,4,4,88.46590820435964,3105.497270682305,2023-07-27,2023-01-01 08:02:00,password,0
277,2,4,860.2827743222031,3917.9316045224195,2023-08-05,2023-01-01 01:04:00,password,1
278,4,1,913.2440450978812,2280.7191337887834,2023-02-22,2023-01-01 04:28:00,password,1
279,4,5,723.1006104887718,2470.8625683978926,2023-09-29,2023-01-01 06:59:00,password,1
280,5,2,902.9222663089165,299.1616156820478,2023-03-26,2023-01-01 01:42:00,password,1
281,4,4,503.98220237272557,2689.980976513939,2023-10-21,2023-01-01 05:44:00,password,1
282,4,4,60.64165166421078,3133.321527222454,2023-04-15,2023-01-01 15:07:00,password,0
283,3,3,46.196922477808116,3747.775815673515,2023-03-27,2023-01-01 17:01:00,password,0
284,5,5,35.904316777082734,1166.1795652138815,2023-03-14,2023-01-01 15:58:00,password,0
285,1,1,25.77488469107054,2159.6556501220607,2023-09-22,2023-01-01 13:07:00,password,0
286,2,5,962.2805276884025,3815.9338511562205,2023-05-07,2023-01-01 06:04:00,password,1
287,4,4,83.48629626188027,3110.476882624784,2023-02-24,2023-01-01 08:53:00,password,0
288,2,2,33.69500037289075,4744.519378471732,2023-11-27,2023-01-01 16:35:00,password,0
289,1,1,779.0701247969314,1406.3604100161997,2023-03-28,2023-01-01 05:09:00,password,1
290,2,2,80.88438472802717,4697.329994116596,2023-05-14,2023-01-01 10:51:00,password,0
291,1,4,721.6532547585877,1463.7772800545436,2023-10-24,2023-01-01 05:05:00,password,1
292,3,4,776.6900939328739,3017.282644218449,2023-03-14,2023-01-01 07:57:00,password,1
293,4,2,627.4411244574412,2566.5220544292233,2023-10-24,2023-01-01 04:45:00,password,1
294,1,3,871.2654164202107,1314.1651183929202,2023-08-25,2023-01-01 03:03:00,password,1
295,2,5,538.3179032376244,4239.896475606998,2023-02-26,2023-01-01 04:22:00,password,1
296,4,2,936.3179012734176,2257.645277613247,2023-12-27,2023-01-01 05:31:00,password,1
297,3,4,914.0584145031714,2879.9143236481514,2023-04-21,2023-01-01 01:17:00,password,1
298,4,4,46.26925099975912,3147.6939278869054,2023-11-17,2023-01-01 10:55:00,password,0
299,1,2,608.0300581223833,1577.4004766907478,2023-07-12,2023-01-01 06:39:00,password,1
300,3,3,68.47975322830618,3725.492984923017,2023-09-23,2023-01-01 14:16:00,password,0
